query,subject,percent_identity
Dgat2,DGAT2,90.488
Dgat2,DGAT2L6,50.592
Dgat2,LOC618076,52.012
Dgat2,AWAT1,51.703
Dgat2,MOGAT1,52.92
Plcz1,PLCZ1,70.801
Pik3c2g,PIK3C2G,78.194
Slc24a1,SLC24A1,93.689
Slc24a1,SLC24A2,61.438
Slc24a1,SLC24A3,57.955
Slc24a1,SLC24A4,55.682
Hacd3,HACD3,90.448
Ptges2,PTGES2,66.512
Dpm2,DPM2,85.882
St6galnac6,ST6GALNAC6,92.203
St6galnac6,ST6GALNAC5,50.82
Ak1,AK1,86.598
Ak1,AK5,58.639
Ak1,AK2,51.648
Fpgs,FPGS,81.468
Slc2a8,SLC2A8,85.075
Csad,CSAD,96.296
Pycr2,PYCR2,94.393
Pycr2,PYCR1,85.047
Itpkb,ITPKB,72.914
Itpkb,ITPKA,62.121
Itpkb,ITPKC,63.973
Tmlhe,TMLHE,94.444
Prps1,PRPS2,94.044
Prps1,PRPS1L1,90.881
Prps1,PRPS1,99.206
Pafah1b1,PAFAH1B1,100.0
Srr,SRR,85.285
Lhpp,LHPP,88.561
Oat,OAT,91.818
Dpys,DPYS,65.589
Dpys,DPYSL4,50.843
Dpys,CRMP1,52.289
Dpys,DPYSL2,60.569
Slc23a1,SLC23A1,93.582
Slc23a1,SLC23A2,65.172
Slc17a8,SLC17A8,91.186
Slc17a8,SLC17A6,72.978
Slc17a8,SLC17A7,75.596
Plod2,PLOD2,91.597
Plod2,PLOD3,59.886
Plod2,PLOD1,61.204
LOC100750743,CYP4V2,79.208
Adsl,ADSL,93.052
Soat1,SOAT1,81.341
Soat1,SOAT2,55.814
B3gat1,B3GAT1,94.627
B3gat1,B3GAT2,59.363
B3gat1,B3GAT3,56.226
Shmt2,SHMT2,92.442
Shmt2,SHMT1,64.192
Pip4k2c,PIP4K2C,96.703
Pip4k2c,PIP4K2B,67.575
Pip4k2c,PIP4K2A,63.488
B4galnt1,B4GALNT1,91.781
LOC100760414,CYP27B1,81.961
Sgms1,SGMS1,95.181
Sgms1,SGMS2,62.674
Tpk1,TPK1,84.016
Sod2,SOD2,90.135
Mtr,MTR,91.6
Galnt18,GALNT18,92.407
Galnt18,GALNT17,57.725
Galnt18,GALNT9,56.25
LOC100751584,CYP27A1,71.482
Plcd4,PLCD4,71.447
Gpt,GPT,87.525
Gpt,GPT2,68.476
Dgat1,DGAT1,85.894
LOC100766032,CYC1,92.331
Gpaa1,GPAA1,90.75
Oplah,SPATC1,52.381
Oplah,OPLAH,94.481
Plcg1,PLCG1,96.356
Plcg1,PLCG2,50.465
Plcg1,PLCB4,52.247
Plcg1,PLCB2,50.286
Plcg1,CTTN,52.0
LOC100770644,NDUFA8,80.347
Hsd17b12,HSD17B12,82.428
Hsd17b12,HSD17B3,51.145
Ext2,EXT2,99.296
Ext2,EXTL3,52.703
Rdh10,RDH10,99.153
Rdh10,SDR16C6,53.846
Rdh10,SDR16C5,51.923
Rdh10,HSD17B11,53.465
Pik3c3,PIK3C3,98.035
Atp6v0a2,ATP6V0A2,91.003
Atp6v0a2,TCIRG1,54.801
Atp6v0a2,ATP6V0A1,55.628
Atp6v0a2,ATP6V0A4,54.983
Aqp2,AQP2,89.37
Aqp2,MIP,60.63
Aqp2,AQP5,62.934
Aqp2,AQP6,57.258
Aqp5,AQP5,86.466
Aqp5,AQP2,69.192
Aqp5,AQP6,55.906
Aqp5,MIP,51.942
Aqp6,AQP6,81.091
Aqp6,AQP5,54.182
Aqp6,AQP2,62.434
Aqp6,MIP,52.294
Gpd1,GPD1,94.857
Gpd1,GPD1L,73.41
LOC100772471,COX14,91.379
Dhfr,DHFR,89.894
Gk,GK,97.71
Gk,LOC538702,93.682
Gk,GK2,84.964
Hlcs,HLCS,73.086
LOC100756663,HEXB,67.456
LOC100756663,LOC786974,66.931
LOC100756663,HEXA,62.121
LOC100756951,HEXB,69.625
LOC100756951,LOC786974,68.713
LOC100756951,HEXA,61.818
Gcnt4,GCNT4,83.664
Hmgcr,HMGCR,92.593
A4galt,A4GALT,77.493
Mcat,MCAT,78.904
Elovl3,ELOVL3,69.853
Aldh18a1,ALDH18A1,95.839
Th,TH,84.255
Th,PAH,52.511
Th,TPH1,52.123
Th,TPH2,52.123
Upb1,UPB1,83.007
Ggt1,GGT1,81.547
Ggt5,GGT5,79.218
Gbe1,GBE1,89.65
Alg1,ALG1,81.882
Ak4,AK4,87.5
Ak4,AK3,59.333
Spr,SPR,75.581
Sptlc1,SPTLC1,90.717
Auh,ECHDC2,55.906
Auh,AUH,81.667
LOC100758204,SLC25A2,71.739
LOC100758204,SLC25A15,70.652
St6gal1,ST6GAL1,77.596
St6gal1,ST3GAL1,56.0
St6gal1,C13H20orf173,51.163
Heph,HEPH,85.634
Heph,HEPHL1,53.404
Ampd3,AMPD2,57.911
Ampd3,AMPD3,94.485
Ampd3,AMPD1,67.29
Atp1b1,ATP1B1,82.946
Nme7,NME7,85.915
Slc19a2,SLC19A2,88.644
Slc19a2,SLC19A3,53.444
Slc9a1,SLC9A1,92.421
Slc9a1,SLC9A2,57.436
Slc9a1,LOC518911,61.734
Pigv,PIGV,81.297
Chst14,CHST14,92.838
Atp10a,ATP10A,81.119
Atp10a,ATP10B,52.288
Atp10a,ATP10D,63.538
Tmem30b,TMEM30B,87.629
Tmem30b,TMEM30A,54.45
Ndufv2,NDUFV2,94.286
Sucla2,SUCLG2,57.198
Flvcr1,FLVCR1,82.443
Flvcr1,FLVCR2,59.273
Flvcr1,LOC509034,54.545
Acss3,ACSS3,92.427
Ndufb8,NDUFB8,87.931
LOC100750890,SCD,80.278
LOC100750890,SCD5,63.322
Agpat1,AGPAT1,92.708
LOC100767691,CYP21A2,69.528
Ehmt2,EHMT2,93.244
Ehmt2,EHMT1,61.097
Ehmt2,SUV39H1,51.678
Neu1,NEU1,86.501
Ddah2,DDAH2,95.423
Ddah2,DDAH1,53.846
Atp6v1g2,ATP6V1G2,95.798
Atp6v1g2,ATP6V1G1,64.957
Atp6v1g2,ATP6V1G3,52.941
Slc9a5,SLC9A5,100.0
Slc9a5,SLC9A3,68.0
Slc9a5,LOC518911,51.515
Hsd11b2,HSD11B2,79.085
Atp6v0d1,ATP6V0D1,99.716
Atp6v0d1,ATP6V0D2,66.859
Pde2a,PDE2A,93.408
Pnpla1,PNPLA1,77.143
Slc26a8,SLC26A8,72.603
Slc4a10,SLC4A10,97.317
Slc4a10,SLC4A7,77.317
Slc4a10,SLC4A8,80.38
Slc4a10,SLC4A4,57.127
Slc4a10,SLC4A5,51.392
Hk2,HK1,73.348
Sult2b1,SULT2B1,81.333
Sult2b1,SULT2A1,50.862
Sult2b1,LOC514658,51.835
Sphk2,SPHK2,86.802
Sphk2,SPHK1,52.88
Fut2,SEC1,76.991
Fut2,FUT2,75.0
Fut2,FUT1,64.664
Fut1,FUT1,71.271
Fut1,FUT2,64.164
Fut1,SEC1,65.0
Bcat2,BCAT2,82.593
Bcat2,BCAT1,62.082
Bcat2,LOC785193,59.851
Hk2,HKDC1,67.834
Dhdh,DHDH,69.76
Ftl,LOC788801,79.333
Ftl,FTL,79.333
Ftl,LOC783993,75.497
Ftl,SLBP,77.333
Ftl,LOC104970886,72.0
Ftl,LOC107132908,67.153
Ftl,LOC107132075,52.027
Gys1,GYS1,95.805
Gys1,GYS2,72.799
Slc17a7,SLC17A7,97.455
Slc17a7,SLC17A6,83.669
Slc17a7,SLC17A8,75.325
Ganab,GANC,54.286
Ganab,GANAB,89.947
B3gat3,B3GAT3,95.469
B3gat3,B3GAT1,55.351
B3gat3,B3GAT2,53.878
Asrgl1,ASRGL1,75.152
Gcsh,GCSH,78.736
Gcsh,LOC101905887,85.43
Gcsh,LOC614208,77.711
Gcsh,LOC132346346,76.437
Gcsh,LOC787129,63.964
LOC100769024,CYP19A1,78.968
Acat1,ACAT1,88.889
LOC100750508,CYP2D43,73.253
LOC100750508,CYP2D14,72.655
LOC100750508,CYP2R1,53.714
Ndufa6,NDUFA6,92.248
Naga,NAGA,82.552
Mtap,MTAP,90.141
Pld1,PLD1,94.737
Pafah1b3,PAFAH1B3,95.169
Pafah1b3,PAFAH1B2,66.146
Atp1a3,ATP1A3,97.143
Atp1a3,ATP1A2,85.197
Atp1a3,ATP1A1,84.286
Atp1a3,ATP1A4,76.429
Atp1a3,ATP12A,70.0
Atp1a3,ATP4A,67.391
Nampt,NAMPT,97.674
Cpa3,CPA3,79.904
Cpa3,CPB1,51.566
Gyg1,GYG1,87.425
Gyg1,GYG2,66.16
Cp,CP,79.473
Cp,CPHL1,56.339
Cp,HEPHL1,50.899
Cp,HEPH,51.012
LOC100752856,ENO1,87.356
LOC100752856,ENO3,77.471
LOC100752856,ENO2,74.478
LOC100758590,EPHX1,82.895
Slc8a2,SLC8A2,98.209
Slc8a2,SLC8A3,80.132
Slc8a2,SLC8A1,71.681
Chsy3,CHSY3,92.523
Chsy3,CHSY1,71.722
Aacs,AACS,91.667
Gal3st1,GAL3ST1,86.792
Gal3st1,LOC101906447,86.557
Gk2,LOC538702,83.818
Gk2,GK2,82.609
Gk2,GK,86.372
Entpd3,ENTPD3,74.69
Pik3ca,PIK3CA,99.159
Ndufb5,NDUFB5,84.211
Pccb,PCCB,95.052
LOC100761300,HNMT,79.452
Slc24a4,SLC24A4,91.06
Slc24a4,SLC24A3,61.324
Slc24a4,SLC24A1,53.763
LOC100758878,COX17,95.312
B4galt4,B4GALT4,78.655
B4galt4,B4GALT2,53.532
B4galt4,B4GALT3,55.97
B4galt4,B4GALT1,52.03
Aspa,ASPA,87.671
Slc27a6,SLC27A2,53.759
Slc27a6,SLC27A6,79.828
Slc27a6,SLC27A3,50.594
Pnp,PNP,86.316
Pnp,LOC790312,79.125
Aicda,AICDA,87.0
Atic,ATIC,92.243
Ctps2,CTPS2,91.667
Ctps2,CTPS1,80.556
Nadk,NADK,90.23
Chst3,CHST3,81.95
Pla2g3,PLA2G3,64.217
Inpp5j,INPP5J,94.198
Nnmt,INMT,52.471
Nnmt,NNMT,53.906
Nnmt,LOC782610,65.789
Scly,SCLY,80.315
Ldha,LDHA,94.294
Ldha,LDHC,75.976
Ldha,LDHB,76.205
Ldha,LDHAL6B,72.239
Ldha,LOC107133235,62.712
LOC100751672,LOC107133235,64.286
LOC100751672,LDHA,76.384
LOC100751672,LDHB,70.26
LOC100751672,LDHAL6B,70.111
LOC100751672,LDHC,85.549
Uevld,UEVLD,93.333
Cyp2a17,CYP2C88,53.452
Cyp2a17,CYP2C89,51.073
Cyp2a17,CYP2C282,51.923
Uevld,TSG101,59.259
Uevld,LOC786363,59.259
Cyp2a17,CYP2C281,51.073
Slc26a4,SLC26A4,83.122
Slc26a3,SLC26A3,83.99
Dld,DLD,96.667
Pde7a,PDE7A,95.676
Pde7a,PDE7B,65.527
Cyp2a17,CYP2B39,53.095
Slc29a2,SLC29A2,88.235
B4gat1,B4GAT1,94.471
Odc1,ODC1,89.827
Odc1,LOC515547,83.186
Odc1,AZIN1,51.818
Odc1,AZIN2,52.422
Rrm2,RRM2,91.56
Rrm2,RRM2B,79.532
Bdh2,BDH2,86.441
Psph,PSPH,92.035
Slc25a3,SLC25A3,90.608
Slc25a3,LOC616319,82.085
Slc27a5,SLC27A5,68.247
LOC100773350,ECI1,69.202
Eci1,ECI1,75.41
Atp6v0c,ATP6V0C,92.949
Amdhd2,AMDHD2,89.884
Spcs3,SPCS3,99.248
Miox,MIOX,83.916
Got2,GOT2,94.664
Alg3,ALG3,87.805
Abcc5,ABCC5,95.432
Abcc5,ABCC12,54.0
Abcc5,LOC112449072,55.882
Hadh,HADH,88.571
Sgms2,SGMS2,94.536
Sgms2,SGMS1,61.236
Ndufa3,NDUFA3,78.571
Ndufa3,LOC101906363,78.571
Slc12a2,SLC12A2,93.744
Slc12a2,SLC12A1,65.279
Slc12a2,SLC12A3,52.738
Rrm1,RRM1,97.478
Adi1,ADI1,87.222
Dhdds,HMGN2,96.552
Dhdds,HMGN4,78.161
Dhdds,LOC132346797,94.118
Dhdds,LOC786256,77.011
Dhdds,DHDDS,94.118
Extl1,EXTL1,71.344
Pafah2,PAFAH2,77.58
Taldo1,TALDO1,93.865
Slc25a22,SLC25A22,93.375
Pnpla2,PNPLA2,89.574
B3gnt5,B3GNT5,79.532
Asns,ASNS,94.306
Awat2,AWAT2,79.341
Awat2,AWAT1,52.648
Slc10a2,SLC10A2,86.532
Slc10a2,SLC10A6,50.201
Atp6v1c1,ATP6V1C1,98.172
Atp6v1c1,ATP6V1C2,62.042
Slc25a27,SLC25A27,97.744
Cpa6,CPA6,79.773
Cpox,CPOX,88.112
St3gal6,ST3GAL6,77.66
St3gal6,C13H20orf173,56.863
Esd,ESD,89.753
